potential_evapotranspiration,cloud_cover,precipitation,maximum_temperature,rain_days,minimum_temperature,vapour_pressure,ground_frost_frequency,diurnal_temperature_range,mean_temperature,soil_moisture,soil_mineral_fertilizers_nitrogen,soil_mineral_fertilizers_nitrogen_per_unit_area,soil_mineral_fertilizers_phosphorus,soil_mineral_fertilizers_phosphorus_per_unit_area,soil_mineral_fertilizers_potassium,soil_mineral_fertilizers_potassium_per_unit_area,soil_manure_applied_to_soils_nitrogen,soil_manure_applied_to_soils_nitrogen_per_unit_area,soil_manure_applied_to_soils_phosphorus,soil_manure_applied_to_soils_phosphorus_per_unit_area,soil_manure_applied_to_soils_potassium,soil_manure_applied_to_soils_potassium_per_unit_area,soil_atmospheric_deposition_nitrogen,soil_atmospheric_deposition_nitrogen_per_unit_area,soil_crop_removal_nitrogen,soil_crop_removal_nitrogen_per_unit_area,soil_crop_removal_phosphorus,soil_crop_removal_phosphorus_per_unit_area,soil_crop_removal_potassium,soil_crop_removal_potassium_per_unit_area,soil_biological_fixation_nitrogen,soil_biological_fixation_nitrogen_per_unit_area,soil_seed_nitrogen,soil_seed_nitrogen_per_unit_area,soil_seed_phosphorus,soil_seed_phosphorus_per_unit_area,soil_leaching_nitrogen,soil_leaching_nitrogen_per_unit_area,soil_volatilisation_nitrogen,soil_volatilisation_nitrogen_per_unit_area,satellite_NDVImean,satellite_NDVIstd,satellite_PETmean,satellite_PETstd,satellite_CHIRPSmean,satellite_CHIRPSstd
1.9,22.8,19.1,17.5,2.7,2.0,7.3,13.0,15.5,9.7,10.0526315789474,88650.0,7.1434,79068.6,6.3714,56473.2,4.5506,40069.4178,3.2288,8951.5805,0.7213,33673.5489,2.7134,37456.8415,3.0183,141889.9025,11.4335,25889.2559,2.0862,58202.6106,4.69,36760.5266,2.9622,1663.9672,0.1341,345.414,0.0278,16878.8836,1.3601,38615.8253,3.1117,0.477508371797112,0.279799816357178,0.165753482958461,0.483971170262385,108.434198531285,43.8970745927544
2.2,25.3,19.8,19.0,3.9,4.0,7.9,9.1,15.0,11.5,9.0,88650.0,7.1434,79068.6,6.3714,56473.2,4.5506,40069.4178,3.2288,8951.5805,0.7213,33673.5489,2.7134,37456.8415,3.0183,141889.9025,11.4335,25889.2559,2.0862,58202.6106,4.69,36760.5266,2.9622,1663.9672,0.1341,345.414,0.0278,16878.8836,1.3601,38615.8253,3.1117,0.582052003919445,0.268425834521243,0.22407941391388,0.435535482725882,119.452859907253,42.3488642026019
3.1,25.4,15.1,22.1,2.8,6.3,8.9,4.6,15.9,14.2,4.87096774193548,88650.0,7.1434,79068.6,6.3714,56473.2,4.5506,40069.4178,3.2288,8951.5805,0.7213,33673.5489,2.7134,37456.8415,3.0183,141889.9025,11.4335,25889.2559,2.0862,58202.6106,4.69,36760.5266,2.9622,1663.9672,0.1341,345.414,0.0278,16878.8836,1.3601,38615.8253,3.1117,0.639820436082544,0.262928047317516,0.243014564830766,0.456370495664883,152.899335209017,61.6893831806798
4.0,33.5,17.8,24.4,3.7,9.2,10.1,1.0,15.2,16.8,4.45,88650.0,7.1434,79068.6,6.3714,56473.2,4.5506,40069.4178,3.2288,8951.5805,0.7213,33673.5489,2.7134,37456.8415,3.0183,141889.9025,11.4335,25889.2559,2.0862,58202.6106,4.69,36760.5266,2.9622,1663.9672,0.1341,345.414,0.0278,16878.8836,1.3601,38615.8253,3.1117,0.610471590242425,0.259594391951552,0.201409937820252,0.496199406265937,137.333279506842,66.755364483952
4.6,42.7,37.8,24.3,6.0,10.1,10.2,0.6,14.3,17.2,8.21739130434783,88650.0,7.1434,79068.6,6.3714,56473.2,4.5506,40069.4178,3.2288,8951.5805,0.7213,33673.5489,2.7134,37456.8415,3.0183,141889.9025,11.4335,25889.2559,2.0862,58202.6106,4.69,36760.5266,2.9622,1663.9672,0.1341,345.414,0.0278,16878.8836,1.3601,38615.8253,3.1117,0.465998990066593,0.268184088649828,0.256081839538411,0.432641779572906,74.8674694433378,34.8173946675067
5.1,45.2,58.1,26.8,7.9,13.2,13.5,0.0,13.6,20.0,11.3921568627451,88650.0,7.1434,79068.6,6.3714,56473.2,4.5506,40069.4178,3.2288,8951.5805,0.7213,33673.5489,2.7134,37456.8415,3.0183,141889.9025,11.4335,25889.2559,2.0862,58202.6106,4.69,36760.5266,2.9622,1663.9672,0.1341,345.414,0.0278,16878.8836,1.3601,38615.8253,3.1117,0.269599024650229,0.286313150329586,0.140161475015257,0.449115480833916,33.3759088439332,16.7209095047366
5.8,37.8,32.6,29.6,5.8,14.5,14.9,0.0,15.0,22.0,5.62068965517241,88650.0,7.1434,79068.6,6.3714,56473.2,4.5506,40069.4178,3.2288,8951.5805,0.7213,33673.5489,2.7134,37456.8415,3.0183,141889.9025,11.4335,25889.2559,2.0862,58202.6106,4.69,36760.5266,2.9622,1663.9672,0.1341,345.414,0.0278,16878.8836,1.3601,38615.8253,3.1117,0.10956600074321,0.308498600283122,-0.0227306259005492,0.435684050503279,14.9189494245802,18.8185708886833
5.5,46.5,89.3,30.8,9.7,17.5,17.7,0.0,13.3,24.1,16.2363636363636,88110.0,7.0919,96138.0,7.7381,63495.0,5.1107,38312.5804,3.0838,8430.8614,0.6786,32373.1362,2.6057,38178.9311,3.073,166015.1874,13.3625,28433.316,2.2886,67695.1377,5.4487,37022.6008,2.9799,1590.6283,0.128,340.1078,0.0274,16473.5161,1.3259,37926.7741,3.0527,0.008641919635063,0.326643900379926,-0.0026294889287592,0.479148088190524,13.2819859836953,25.6317465259183
4.5,47.3,66.6,27.5,7.6,15.2,16.4,0.0,12.3,21.3,14.8,88110.0,7.0919,96138.0,7.7381,63495.0,5.1107,38312.5804,3.0838,8430.8614,0.6786,32373.1362,2.6057,38178.9311,3.073,166015.1874,13.3625,28433.316,2.2886,67695.1377,5.4487,37022.6008,2.9799,1590.6283,0.128,340.1078,0.0274,16473.5161,1.3259,37926.7741,3.0527,-0.0562586099058108,0.320193108157265,0.0531807767869816,0.439550729907095,10.0070981795819,19.4870521104463
4.4,32.0,17.2,28.8,4.6,14.1,15.0,0.0,14.8,21.4,3.90909090909091,88110.0,7.0919,96138.0,7.7381,63495.0,5.1107,38312.5804,3.0838,8430.8614,0.6786,32373.1362,2.6057,38178.9311,3.073,166015.1874,13.3625,28433.316,2.2886,67695.1377,5.4487,37022.6008,2.9799,1590.6283,0.128,340.1078,0.0274,16473.5161,1.3259,37926.7741,3.0527,-0.0299480702745381,0.310412072975119,-0.0152319598028755,0.415255483989571,12.718997085736,18.3910380906956
3.0,37.6,19.1,24.4,4.3,10.8,12.9,0.5,13.6,17.6,6.36666666666667,88110.0,7.0919,96138.0,7.7381,63495.0,5.1107,38312.5804,3.0838,8430.8614,0.6786,32373.1362,2.6057,38178.9311,3.073,166015.1874,13.3625,28433.316,2.2886,67695.1377,5.4487,37022.6008,2.9799,1590.6283,0.128,340.1078,0.0274,16473.5161,1.3259,37926.7741,3.0527,0.0968964416432192,0.299037175455917,0.168861938664678,0.435429081905977,21.5280970647264,18.295456723449
2.4,25.4,18.1,22.1,2.8,6.6,9.8,4.2,15.5,14.3,7.54166666666667,88110.0,7.0919,96138.0,7.7381,63495.0,5.1107,38312.5804,3.0838,8430.8614,0.6786,32373.1362,2.6057,38178.9311,3.073,166015.1874,13.3625,28433.316,2.2886,67695.1377,5.4487,37022.6008,2.9799,1590.6283,0.128,340.1078,0.0274,16473.5161,1.3259,37926.7741,3.0527,0.239290830277407,0.293212178523487,0.0758044614172384,0.47049756162688,47.5843798655854,17.8796926014397
2.0,25.3,14.0,20.0,3.2,5.1,9.2,6.7,14.9,12.5,7.0,88110.0,7.0919,96138.0,7.7381,63495.0,5.1107,38312.5804,3.0838,8430.8614,0.6786,32373.1362,2.6057,38178.9311,3.073,166015.1874,13.3625,28433.316,2.2886,67695.1377,5.4487,37022.6008,2.9799,1590.6283,0.128,340.1078,0.0274,16473.5161,1.3259,37926.7741,3.0527,0.389368881490636,0.268235388135444,0.0367905525924649,0.444016161206332,73.9556187865561,27.2811320407415
2.2,20.5,7.7,19.2,1.5,3.2,7.9,10.8,16.0,11.2,3.5,88110.0,7.0919,96138.0,7.7381,63495.0,5.1107,38312.5804,3.0838,8430.8614,0.6786,32373.1362,2.6057,38178.9311,3.073,166015.1874,13.3625,28433.316,2.2886,67695.1377,5.4487,37022.6008,2.9799,1590.6283,0.128,340.1078,0.0274,16473.5161,1.3259,37926.7741,3.0527,0.581518529452712,0.248322520223302,0.041253791721951,0.453465395176743,133.324059306202,43.9798206030498
3.0,25.2,15.8,21.5,2.9,5.5,8.3,5.9,16.0,13.5,5.26666666666667,88110.0,7.0919,96138.0,7.7381,63495.0,5.1107,38312.5804,3.0838,8430.8614,0.6786,32373.1362,2.6057,38178.9311,3.073,166015.1874,13.3625,28433.316,2.2886,67695.1377,5.4487,37022.6008,2.9799,1590.6283,0.128,340.1078,0.0274,16473.5161,1.3259,37926.7741,3.0527,0.633849968407654,0.24902602580161,0.173825676242246,0.482341293283721,131.729763350949,46.8176129248833
3.8,34.2,22.8,23.2,4.5,8.1,9.7,2.1,15.1,15.6,6.0,88110.0,7.0919,96138.0,7.7381,63495.0,5.1107,38312.5804,3.0838,8430.8614,0.6786,32373.1362,2.6057,38178.9311,3.073,166015.1874,13.3625,28433.316,2.2886,67695.1377,5.4487,37022.6008,2.9799,1590.6283,0.128,340.1078,0.0274,16473.5161,1.3259,37926.7741,3.0527,0.605752950363614,0.252690632483358,0.0684217218299984,0.402449350021707,87.5074771635002,36.8336372687519
4.8,41.7,31.9,26.4,5.5,11.9,11.9,0.2,14.4,19.1,6.64583333333333,88110.0,7.0919,96138.0,7.7381,63495.0,5.1107,38312.5804,3.0838,8430.8614,0.6786,32373.1362,2.6057,38178.9311,3.073,166015.1874,13.3625,28433.316,2.2886,67695.1377,5.4487,37022.6008,2.9799,1590.6283,0.128,340.1078,0.0274,16473.5161,1.3259,37926.7741,3.0527,0.522370295873759,0.248759595808566,0.113132773602017,0.444465642989126,66.4676037449998,28.486060705053
5.4,41.3,39.7,28.3,6.2,13.9,13.9,0.0,14.4,21.1,7.35185185185185,88110.0,7.0919,96138.0,7.7381,63495.0,5.1107,38312.5804,3.0838,8430.8614,0.6786,32373.1362,2.6057,38178.9311,3.073,166015.1874,13.3625,28433.316,2.2886,67695.1377,5.4487,37022.6008,2.9799,1590.6283,0.128,340.1078,0.0274,16473.5161,1.3259,37926.7741,3.0527,0.379521665902676,0.277088542344859,0.202476269305715,0.462206207365787,81.3049621814475,33.6258682196285
5.7,42.0,64.0,29.9,8.1,16.2,15.8,0.0,13.7,23.0,11.2280701754386,88110.0,7.0919,96138.0,7.7381,63495.0,5.1107,38312.5804,3.0838,8430.8614,0.6786,32373.1362,2.6057,38178.9311,3.073,166015.1874,13.3625,28433.316,2.2886,67695.1377,5.4487,37022.6008,2.9799,1590.6283,0.128,340.1078,0.0274,16473.5161,1.3259,37926.7741,3.0527,0.203609145928746,0.306580773496434,0.051307240509841,0.50247904442049,47.8624487059951,24.9234215452679
5.3,45.5,97.6,29.1,9.5,16.1,16.2,0.0,13.1,22.6,18.4150943396226,117900.0,9.4714,100062.0,8.0384,64466.1,5.1788,38014.2523,3.0538,8359.0472,0.6715,32251.2287,2.5909,38933.7407,3.1277,262726.0497,21.1059,48058.1554,3.8607,97667.1064,7.846,50067.7908,4.0222,2740.5218,0.2202,596.9221,0.048,19392.8505,1.5579,46774.2757,3.7576,0.0808923982895356,0.322011950573655,-0.0215278048024316,0.430133431362348,20.6743192514815,21.8524486740686
4.7,49.5,85.8,28.2,8.8,16.1,16.3,0.0,12.2,22.1,18.2553191489362,117900.0,9.4714,100062.0,8.0384,64466.1,5.1788,38014.2523,3.0538,8359.0472,0.6715,32251.2287,2.5909,38933.7407,3.1277,262726.0497,21.1059,48058.1554,3.8607,97667.1064,7.846,50067.7908,4.0222,2740.5218,0.2202,596.9221,0.048,19392.8505,1.5579,46774.2757,3.7576,0.0329269928542007,0.311252391701885,-0.180132270691455,0.393194629296805,12.6059206202729,16.0375632369133
3.9,46.6,71.2,26.8,8.9,14.3,15.4,0.0,12.5,20.5,18.2564102564103,117900.0,9.4714,100062.0,8.0384,64466.1,5.1788,38014.2523,3.0538,8359.0472,0.6715,32251.2287,2.5909,38933.7407,3.1277,262726.0497,21.1059,48058.1554,3.8607,97667.1064,7.846,50067.7908,4.0222,2740.5218,0.2202,596.9221,0.048,19392.8505,1.5579,46774.2757,3.7576,0.0586735070967087,0.291192603816142,-0.0689041820500995,0.435538884103632,10.3887109879531,14.3133971368113
2.7,49.2,92.6,22.4,9.3,11.2,13.4,0.2,11.2,16.8,34.2962962962963,117900.0,9.4714,100062.0,8.0384,64466.1,5.1788,38014.2523,3.0538,8359.0472,0.6715,32251.2287,2.5909,38933.7407,3.1277,262726.0497,21.1059,48058.1554,3.8607,97667.1064,7.846,50067.7908,4.0222,2740.5218,0.2202,596.9221,0.048,19392.8505,1.5579,46774.2757,3.7576,0.156880177577596,0.266901689725168,0.0124904632982139,0.457951085726319,14.5089568064979,19.822256391997
2.2,34.4,42.5,21.1,5.9,7.5,10.5,2.9,13.6,14.3,19.3181818181818,117900.0,9.4714,100062.0,8.0384,64466.1,5.1788,38014.2523,3.0538,8359.0472,0.6715,32251.2287,2.5909,38933.7407,3.1277,262726.0497,21.1059,48058.1554,3.8607,97667.1064,7.846,50067.7908,4.0222,2740.5218,0.2202,596.9221,0.048,19392.8505,1.5579,46774.2757,3.7576,0.367333968332,0.262553661588733,0.0889631640124047,0.453366902519333,40.0617734746358,24.6376262098743
1.8,30.7,19.2,17.8,3.3,4.2,8.4,8.3,13.6,11.0,10.6666666666667,117900.0,9.4714,100062.0,8.0384,64466.1,5.1788,38014.2523,3.0538,8359.0472,0.6715,32251.2287,2.5909,38933.7407,3.1277,262726.0497,21.1059,48058.1554,3.8607,97667.1064,7.846,50067.7908,4.0222,2740.5218,0.2202,596.9221,0.048,19392.8505,1.5579,46774.2757,3.7576,0.519434416089409,0.269440462199144,0.0213775659274578,0.437266687780611,86.3826745556253,31.6041282838391
2.1,23.2,14.1,17.7,2.6,2.2,7.3,13.0,15.5,9.9,6.71428571428571,117900.0,9.4714,100062.0,8.0384,64466.1,5.1788,38014.2523,3.0538,8359.0472,0.6715,32251.2287,2.5909,38933.7407,3.1277,262726.0497,21.1059,48058.1554,3.8607,97667.1064,7.846,50067.7908,4.0222,2740.5218,0.2202,596.9221,0.048,19392.8505,1.5579,46774.2757,3.7576,0.560926061568025,0.286840127229096,0.228247951663599,0.398273116134189,58.4215560123839,25.0501039439234
3.0,24.2,12.2,20.9,3.0,5.0,8.2,6.8,15.9,12.9,4.06666666666667,117900.0,9.4714,100062.0,8.0384,64466.1,5.1788,38014.2523,3.0538,8359.0472,0.6715,32251.2287,2.5909,38933.7407,3.1277,262726.0497,21.1059,48058.1554,3.8607,97667.1064,7.846,50067.7908,4.0222,2740.5218,0.2202,596.9221,0.048,19392.8505,1.5579,46774.2757,3.7576,0.525178457946169,0.276411789790476,-0.004659930944292,0.444116550615071,43.8037902157353,21.2747880171881
4.1,30.1,10.0,24.4,2.4,8.3,9.7,1.9,16.2,16.3,2.4390243902439,117900.0,9.4714,100062.0,8.0384,64466.1,5.1788,38014.2523,3.0538,8359.0472,0.6715,32251.2287,2.5909,38933.7407,3.1277,262726.0497,21.1059,48058.1554,3.8607,97667.1064,7.846,50067.7908,4.0222,2740.5218,0.2202,596.9221,0.048,19392.8505,1.5579,46774.2757,3.7576,0.401023950506454,0.278175117573692,0.05686570671723,0.438983736401465,14.4184568921982,9.45158083792656
4.8,37.1,35.3,26.0,6.2,10.9,11.5,0.4,15.1,18.4,7.35416666666667,117900.0,9.4714,100062.0,8.0384,64466.1,5.1788,38014.2523,3.0538,8359.0472,0.6715,32251.2287,2.5909,38933.7407,3.1277,262726.0497,21.1059,48058.1554,3.8607,97667.1064,7.846,50067.7908,4.0222,2740.5218,0.2202,596.9221,0.048,19392.8505,1.5579,46774.2757,3.7576,0.208218684108183,0.292239776061355,0.031854550976512,0.454330797235181,9.32091505358309,10.2053970375881
5.3,44.5,53.8,27.9,7.8,14.0,13.8,0.0,13.9,20.9,10.1509433962264,117900.0,9.4714,100062.0,8.0384,64466.1,5.1788,38014.2523,3.0538,8359.0472,0.6715,32251.2287,2.5909,38933.7407,3.1277,262726.0497,21.1059,48058.1554,3.8607,97667.1064,7.846,50067.7908,4.0222,2740.5218,0.2202,596.9221,0.048,19392.8505,1.5579,46774.2757,3.7576,0.0530413796681304,0.308989800315651,-0.0976782986963071,0.474995734613137,10.9085746734374,13.6934815410218
5.9,39.0,34.4,30.1,5.7,15.4,14.8,0.0,14.7,22.7,5.83050847457627,117900.0,9.4714,100062.0,8.0384,64466.1,5.1788,38014.2523,3.0538,8359.0472,0.6715,32251.2287,2.5909,38933.7407,3.1277,262726.0497,21.1059,48058.1554,3.8607,97667.1064,7.846,50067.7908,4.0222,2740.5218,0.2202,596.9221,0.048,19392.8505,1.5579,46774.2757,3.7576,-0.0403946979489851,0.323864226789242,0.0219084412769136,0.488213016604788,9.39931471688419,13.424770346142
5.9,35.8,32.4,30.9,5.4,15.9,15.9,0.0,15.0,23.4,5.49152542372881,129510.0,10.3882,104692.32,8.3976,71786.7,5.7581,39549.469,3.1723,8729.7465,0.7002,33375.9286,2.6771,39675.1754,3.1824,183979.5026,14.7573,31762.2288,2.5477,74121.877,5.9454,42974.548,3.4471,2406.949,0.1931,482.5205,0.0387,20860.8938,1.6733,50717.8407,4.0682,-0.0775572733427637,0.321452298313804,0.0323792834109614,0.475857188908336,28.3487505758964,25.1268760773444
5.3,31.3,28.3,29.6,4.5,14.5,15.5,0.0,15.0,22.0,5.33962264150943,129510.0,10.3882,104692.32,8.3976,71786.7,5.7581,39549.469,3.1723,8729.7465,0.7002,33375.9286,2.6771,39675.1754,3.1824,183979.5026,14.7573,31762.2288,2.5477,74121.877,5.9454,42974.548,3.4471,2406.949,0.1931,482.5205,0.0387,20860.8938,1.6733,50717.8407,4.0682,-0.0151399882916357,0.316165219083807,0.0578247393545258,0.440861893366949,60.702068125954,38.1584008188145
3.8,48.9,80.8,26.5,9.2,14.4,15.4,0.0,12.1,20.4,21.2631578947368,129510.0,10.3882,104692.32,8.3976,71786.7,5.7581,39549.469,3.1723,8729.7465,0.7002,33375.9286,2.6771,39675.1754,3.1824,183979.5026,14.7573,31762.2288,2.5477,74121.877,5.9454,42974.548,3.4471,2406.949,0.1931,482.5205,0.0387,20860.8938,1.6733,50717.8407,4.0682,0.148932713214835,0.319742205337991,0.0904756885551834,0.452571014706715,70.4658666732407,32.5109489572176
2.8,41.7,43.3,22.8,6.3,10.1,12.3,0.7,12.7,16.4,15.4642857142857,129510.0,10.3882,104692.32,8.3976,71786.7,5.7581,39549.469,3.1723,8729.7465,0.7002,33375.9286,2.6771,39675.1754,3.1824,183979.5026,14.7573,31762.2288,2.5477,74121.877,5.9454,42974.548,3.4471,2406.949,0.1931,482.5205,0.0387,20860.8938,1.6733,50717.8407,4.0682,0.297157098572035,0.331178799082391,0.0998268827385321,0.395268363913151,81.4748274575512,30.0063221863777
2.1,39.1,34.3,20.2,5.4,7.6,10.5,2.9,12.7,13.9,16.3333333333333,129510.0,10.3882,104692.32,8.3976,71786.7,5.7581,39549.469,3.1723,8729.7465,0.7002,33375.9286,2.6771,39675.1754,3.1824,183979.5026,14.7573,31762.2288,2.5477,74121.877,5.9454,42974.548,3.4471,2406.949,0.1931,482.5205,0.0387,20860.8938,1.6733,50717.8407,4.0682,0.425084427761371,0.316246198119352,0.116497690681957,0.433937257730596,101.749656518506,43.2473459875455
1.8,28.9,18.1,16.3,2.9,2.2,7.2,12.3,14.1,9.3,10.0555555555556,129510.0,10.3882,104692.32,8.3976,71786.7,5.7581,39549.469,3.1723,8729.7465,0.7002,33375.9286,2.6771,39675.1754,3.1824,183979.5026,14.7573,31762.2288,2.5477,74121.877,5.9454,42974.548,3.4471,2406.949,0.1931,482.5205,0.0387,20860.8938,1.6733,50717.8407,4.0682,0.5246813832064285,0.2886016335987592,0.1942476613185401,0.44553932597987556,81.23782083615077,43.943608241688885
2.2,22.8,9.6,19.1,1.8,3.6,8.0,10.1,15.6,11.3,4.36363636363636,129510.0,10.3882,104692.32,8.3976,71786.7,5.7581,39549.469,3.1723,8729.7465,0.7002,33375.9286,2.6771,39675.1754,3.1824,183979.5026,14.7573,31762.2288,2.5477,74121.877,5.9454,42974.548,3.4471,2406.949,0.1931,482.5205,0.0387,20860.8938,1.6733,50717.8407,4.0682,0.5566559724138026,0.28840532008489916,0.3736377594721251,0.3824211056655077,64.78398842009288,26.79190864857403
2.8,27.8,18.0,20.4,3.3,5.1,8.6,7.0,15.2,12.7,6.42857142857143,129510.0,10.3882,104692.32,8.3976,71786.7,5.7581,39549.469,3.1723,8729.7465,0.7002,33375.9286,2.6771,39675.1754,3.1824,183979.5026,14.7573,31762.2288,2.5477,74121.877,5.9454,42974.548,3.4471,2406.949,0.1931,482.5205,0.0387,20860.8938,1.6733,50717.8407,4.0682,0.4781594773515037,0.2880547247182105,0.13624430349637812,0.4530473256260002,68.17064454457467,23.019695242805273
4.0,31.5,20.9,23.9,3.5,7.9,9.5,2.3,16.0,15.9,5.225,129510.0,10.3882,104692.32,8.3976,71786.7,5.7581,39549.469,3.1723,8729.7465,0.7002,33375.9286,2.6771,39675.1754,3.1824,183979.5026,14.7573,31762.2288,2.5477,74121.877,5.9454,42974.548,3.4471,2406.949,0.1931,482.5205,0.0387,20860.8938,1.6733,50717.8407,4.0682,0.383084568731087,0.282602509452467,0.0163818307879754,0.485593795383165,37.4869117880384,12.1589761496102
4.7,39.0,31.4,25.7,6.4,10.8,11.4,0.5,14.9,18.2,6.68085106382979,129510.0,10.3882,104692.32,8.3976,71786.7,5.7581,39549.469,3.1723,8729.7465,0.7002,33375.9286,2.6771,39675.1754,3.1824,183979.5026,14.7573,31762.2288,2.5477,74121.877,5.9454,42974.548,3.4471,2406.949,0.1931,482.5205,0.0387,20860.8938,1.6733,50717.8407,4.0682,0.263858868611355,0.293955205639105,-0.113982580746232,0.487445796878353,11.8204269870638,10.6474814519574
5.3,40.9,45.3,27.3,6.5,12.9,12.7,0.1,14.4,20.1,8.54716981132075,129510.0,10.3882,104692.32,8.3976,71786.7,5.7581,39549.469,3.1723,8729.7465,0.7002,33375.9286,2.6771,39675.1754,3.1824,183979.5026,14.7573,31762.2288,2.5477,74121.877,5.9454,42974.548,3.4471,2406.949,0.1931,482.5205,0.0387,20860.8938,1.6733,50717.8407,4.0682,0.0930061877476713,0.309908577550433,-0.0595731758588854,0.40475989437916,8.60943117295577,14.5063103634823
5.7,40.6,52.5,29.6,7.3,15.5,15.3,0.0,14.1,22.5,9.21052631578947,129510.0,10.3882,104692.32,8.3976,71786.7,5.7581,39549.469,3.1723,8729.7465,0.7002,33375.9286,2.6771,39675.1754,3.1824,183979.5026,14.7573,31762.2288,2.5477,74121.877,5.9454,42974.548,3.4471,2406.949,0.1931,482.5205,0.0387,20860.8938,1.6733,50717.8407,4.0682,0.0022347848631508,0.329186283153789,-0.0305755085053276,0.466896663011648,8.56643953554127,12.4007768492544
6.0,34.9,35.2,31.7,5.5,16.6,16.7,0.0,15.1,24.1,5.86666666666667,135000.0,10.8121,105830.28,8.4759,66632.4,5.3366,40943.9006,3.2792,9098.5111,0.7287,34269.5823,2.7446,40418.6007,3.2371,192876.3641,15.4474,32804.7126,2.6273,76705.0694,6.1433,46244.4091,3.7037,2333.2685,0.1869,470.8386,0.0377,21688.7801,1.737,52783.1702,4.2274,-0.0328687515549197,0.340863765322785,0.0819636539446769,0.442299090437371,12.8785386008605,19.8123663676681
5.1,41.4,62.8,30.6,8.5,17.2,18.1,0.0,13.4,23.9,12.3137254901961,135000.0,10.8121,105830.28,8.4759,66632.4,5.3366,40943.9006,3.2792,9098.5111,0.7287,34269.5823,2.7446,40418.6007,3.2371,192876.3641,15.4474,32804.7126,2.6273,76705.0694,6.1433,46244.4091,3.7037,2333.2685,0.1869,470.8386,0.0377,21688.7801,1.737,52783.1702,4.2274,-0.0674472557970534,0.321808391682423,0.0126399048201818,0.420377419433175,22.9484845167594,17.5011611698518
3.9,48.0,86.1,27.2,9.4,15.3,16.6,0.0,11.9,21.2,22.0769230769231,135000.0,10.8121,105830.28,8.4759,66632.4,5.3366,40943.9006,3.2792,9098.5111,0.7287,34269.5823,2.7446,40418.6007,3.2371,192876.3641,15.4474,32804.7126,2.6273,76705.0694,6.1433,46244.4091,3.7037,2333.2685,0.1869,470.8386,0.0377,21688.7801,1.737,52783.1702,4.2274,-0.012735050182588909,0.3074878144822388,0.05978669116219633,0.4267535752461967,60.785073457609705,31.2124595482117
2.9,39.7,47.1,23.8,6.9,10.8,13.2,0.4,13.0,17.3,16.2413793103448,135000.0,10.8121,105830.28,8.4759,66632.4,5.3366,40943.9006,3.2792,9098.5111,0.7287,34269.5823,2.7446,40418.6007,3.2371,192876.3641,15.4474,32804.7126,2.6273,76705.0694,6.1433,46244.4091,3.7037,2333.2685,0.1869,470.8386,0.0377,21688.7801,1.737,52783.1702,4.2274,0.14542873907473153,0.3162642886876686,0.10692454284404437,0.44415806995454776,82.38229494403421,35.623593837599685
2.2,33.8,32.0,21.0,4.3,7.0,10.2,3.4,14.0,14.0,14.5454545454545,135000.0,10.8121,105830.28,8.4759,66632.4,5.3366,40943.9006,3.2792,9098.5111,0.7287,34269.5823,2.7446,40418.6007,3.2371,192876.3641,15.4474,32804.7126,2.6273,76705.0694,6.1433,46244.4091,3.7037,2333.2685,0.1869,470.8386,0.0377,21688.7801,1.737,52783.1702,4.2274,0.3446307241154982,0.31837940287239913,0.044195999684970066,0.4478785880660589,105.68502930218747,35.408157197808514
1.9,27.3,9.1,18.9,2.2,4.4,8.6,7.9,14.4,11.6,4.78947368421053,135000.0,10.8121,105830.28,8.4759,66632.4,5.3366,40943.9006,3.2792,9098.5111,0.7287,34269.5823,2.7446,40418.6007,3.2371,192876.3641,15.4474,32804.7126,2.6273,76705.0694,6.1433,46244.4091,3.7037,2333.2685,0.1869,470.8386,0.0377,21688.7801,1.737,52783.1702,4.2274,0.507497963990473,0.290977519664598,0.17753774498745,0.413237554638447,79.3772398917911,31.4770656585692
2.3,21.2,8.0,20.0,1.8,4.0,8.2,9.0,16.0,12.0,3.47826086956522,135000.0,10.8121,105830.28,8.4759,66632.4,5.3366,40943.9006,3.2792,9098.5111,0.7287,34269.5823,2.7446,40418.6007,3.2371,192876.3641,15.4474,32804.7126,2.6273,76705.0694,6.1433,46244.4091,3.7037,2333.2685,0.1869,470.8386,0.0377,21688.7801,1.737,52783.1702,4.2274,0.5712064136209236,0.264335420030555,0.40682577892343313,0.4015548042144891,90.31280830273153,41.35286113423015
3.1,22.9,8.8,21.8,2.2,5.7,8.6,5.7,16.1,13.7,2.83870967741935,135000.0,10.8121,105830.28,8.4759,66632.4,5.3366,40943.9006,3.2792,9098.5111,0.7287,34269.5823,2.7446,40418.6007,3.2371,192876.3641,15.4474,32804.7126,2.6273,76705.0694,6.1433,46244.4091,3.7037,2333.2685,0.1869,470.8386,0.0377,21688.7801,1.737,52783.1702,4.2274,0.610516106919125,0.248712081614265,0.261735287990922,0.418707714684002,97.9178592743418,51.91533687697
